precinct,dist10,dist12
271490100,11A,12A
271490105,11A,12A
271490110,11A,12A
271490115,11A,12A
270410012,11B,08B
271530173,11B,09B
270410007,11B,08B
270410030,11B,08B
270410035,11B,08B
270410050,11B,08B
270410055,11B,08B
270410090,11B,08B
270410130,11B,08B
270410135,11B,08B
270410145,11B,08B
270410150,11B,12B
270410155,11B,08B
270410160,11B,08B
270410170,11B,08B
271530005,11B,09A
271530010,11B,09A
271530015,11B,09A
271530020,11B,09A
271530025,11B,09A
271530030,11B,09B
271530035,11B,09A
271530040,11B,09B
271530045,11B,09B
271530050,11B,09A
271530055,11B,09A
271530060,11B,09A
271530065,11B,09A
271530070,11B,09A
271530075,11B,09A
271530080,11B,09B
271530085,11B,09B
271530090,11B,09A
271530095,11B,09A
271530100,11B,09A
271530105,11B,09A
271530110,11B,09A
271530115,11B,09A
271530120,11B,09A
271530126,11B,09B
271530135,11B,09B
271530140,11B,09A
271530145,11B,09A
271530150,11B,09A
271530155,11B,09B
271530160,11B,09A
271530165,11B,09A
271530170,11B,09A
271530175,11B,09A
271530180,11B,09A
271530185,11B,09A
271530188,11B,09A
271530190,11B,09A
271530195,11B,09A
270410017,11B,08B
270350200,12A,10B
270350040,12A,10A
270350185,12A,10A
270350005,12A,10A
270350006,12A,10A
270350007,12A,10A
270350008,12A,10A
270350015,12A,10A
270350016,12A,10A
270350020,12A,10A
270350025,12A,10A
270350035,12A,10A
270350045,12A,10A
270350050,12A,10A
270350060,12A,10A
270350065,12A,10B
270350070,12A,10B
270350080,12A,10B
270350095,12A,10A
270350160,12A,10B
270350165,12A,10B
270350170,12A,10B
270350190,12A,10A
270350220,12A,10A
270350230,12A,10B
270350285,12A,10B
270350295,12A,10A
270970135,12B,09B
270350010,12B,10B
270350090,12B,10B
270350105,12B,10B
270350110,12B,10B
270350130,12B,10B
270350135,12B,10B
270350145,12B,10B
270350150,12B,10B
270350210,12B,10B
270350225,12B,10B
270350250,12B,10B
270350260,12B,10B
270350275,12B,10B
270970005,12B,09B
270970010,12B,09B
270970015,12B,09B
270970020,12B,09B
270970025,12B,09B
270970030,12B,09B
270970035,12B,09B
270970045,12B,09B
270970050,12B,09B
270970055,12B,09B
270970060,12B,09B
270970065,12B,09B
270970070,12B,09B
270970075,12B,09B
270970085,12B,09B
270970090,12B,09B
270970120,12B,09B
270970125,12B,09B
270970130,12B,09B
270970145,12B,09B
270970150,12B,09B
270970160,12B,09B
270970165,12B,09B
270970170,12B,09B
270970175,12B,09B
270970180,12B,09B
270970185,12B,09B
270970195,12B,09B
270970205,12B,09B
270970210,12B,09B
270970215,12B,09B
270970220,12B,09B
270970225,12B,09B
270970230,12B,09B
270970235,12B,09B
270970240,12B,09B
270970245,12B,09B
270970250,12B,09B
271450105,13A,12B
271450110,13A,12B
271450130,13A,12B
271450135,13A,12B
271450137,13A,12B
271450140,13A,12B
271450165,13A,12B
271450170,13A,12B
271450180,13A,12B
271450185,13A,12B
271450195,13A,12B
271210065,13A,12A
271210070,13A,12B
271210075,13A,12A
271210080,13A,12B
271210085,13A,12B
271210090,13A,12B
271210095,13A,12B
271210100,13A,12A
271210105,13A,12A
271210110,13A,12B
271210115,13A,12B
271210120,13A,12B
271210125,13A,12A
271210130,13A,12B
271210135,13A,12A
271210140,13A,12B
271210145,13A,12B
271210150,13A,12A
270670005,13A,17B
270670020,13A,17B
270670025,13A,17B
270670070,13A,17B
270670085,13A,17B
270670120,13A,17B
270670140,13A,17B
270670150,13A,17B
270670165,13A,17B
271210022,13A,12B
271210005,13A,12B
271210010,13A,12B
271210015,13A,12A
271210020,13A,12A
271210025,13A,12B
271210030,13A,12A
271210035,13A,12A
271210040,13A,12B
271210045,13A,12B
271210050,13A,12B
271210055,13A,12B
271210060,13A,12B
271450005,13A,12B
271450010,13A,12B
271450015,13A,12B
271450030,13A,12B
271450040,13A,12B
271450060,13A,12B
271450065,13A,12B
271450080,13A,12B
271450095,13A,12B
271450100,13A,12B
271450200,13A,12B
271450205,13A,12B
271450225,13A,12B
271450250,13A,12B
271450399,13A,12B
271450400,13A,12B
271450404,13A,12B
271450420,13A,12B
271450430,13A,12B
271450434,13A,12B
271450435,13A,12B
270670010,13B,17B
270670015,13B,17A
270670030,13B,17B
270670035,13B,17B
270670040,13B,17A
270670045,13B,17B
270670050,13B,17B
270670055,13B,17B
270670060,13B,17B
270670065,13B,17A
270670075,13B,17B
270670080,13B,17B
270670090,13B,17B
270670095,13B,17A
270670100,13B,17A
270670105,13B,17B
270670110,13B,17B
270670115,13B,17B
270670125,13B,17B
270670130,13B,17A
270670135,13B,17A
270670145,13B,17A
270670155,13B,17B
270670160,13B,17B
270670170,13B,17B
270670175,13B,17B
270670180,13B,17B
270670185,13B,17B
270670190,13B,17B
270670195,13B,17B
270670200,13B,17B
270670205,13B,17B
270670210,13B,17B
270670215,13B,17B
270670220,13B,17B
270670225,13B,17B
270670230,13B,17B
270670235,13B,17B
270090040,14A,15B
270090067,14A,15B
270090030,14A,15B
270090045,14A,15B
270090055,14A,14B
270090060,14A,15B
270090086,14A,14B
270090095,14A,13B
270090100,14A,13B
270090105,14A,13B
270090110,14A,13B
270090111,14A,13B
270090112,14A,13B
270090113,14A,13B
270090114,14A,13B
270090115,14A,13B
270090117,14A,13B
270090120,14A,15B
271450115,14A,13B
271450120,14A,13B
271450145,14A,13B
271450317,14A,14A
271450416,14A,13B
271450035,14A,13B
271450419,14A,13B
271450405,14A,13B
271450411,14A,13B
271450415,14A,13B
271450418,14A,13B
271450417,14A,13B
271450414,14A,13B
271450125,14B,13A
271450150,14B,13A
271450155,14B,13A
271450160,14B,13A
271450190,14B,13A
271450042,14B,13A
271450020,14B,13A
271450025,14B,13B
271450045,14B,13A
271450050,14B,13A
271450055,14B,13A
271450070,14B,13A
271450075,14B,13A
271450085,14B,13A
271450090,14B,12B
271450210,14B,13A
271450215,14B,13A
271450230,14B,13A
271450245,14B,13A
271450380,14B,13A
271450410,14B,13B
271450443,14B,13A
271450445,14B,13A
271450450,14B,13A
271450455,14B,13A
271450385,14B,13A
271450390,14B,13A
271450235,15A,13A
271450237,15A,13A
271450255,15A,14A
271450275,15A,14A
271450290,15A,14A
271450295,15A,14A
271450305,15A,14A
271450307,15A,14A
271450310,15A,14A
271450312,15A,14A
271450315,15A,14B
271450330,15A,14A
271450355,15A,14A
271450360,15A,14A
271450365,15A,14A
271450370,15A,14A
271450440,15A,14A
271450441,15A,14A
271450442,15A,14A
271450162,15A,13A
270090056,15B,14B
270090070,15B,14B
270090075,15B,14B
270090080,15B,14B
270090085,15B,14B
271410065,15B,14B
271410090,15B,14B
271410095,15B,14B
271410100,15B,14B
271450260,15B,14B
271450265,15B,14B
271450270,15B,14B
271450280,15B,14B
271450285,15B,14B
271450300,15B,14B
271450320,15B,14B
271450322,15B,14B
271450325,15B,14B
271450335,15B,14B
271450340,15B,14B
271450345,15B,14B
271450350,15B,14A
270090005,16A,15B
270090010,16A,15B
270090015,16A,15B
270090020,16A,15B
270090025,16A,15B
270090035,16A,15B
270090050,16A,15B
270090090,16A,15B
270950005,16A,15A
270950010,16A,15A
270950015,16A,15A
270950020,16A,15A
270950025,16A,15A
270950030,16A,15A
270950035,16A,15A
270950040,16A,15A
270950045,16A,15A
270950050,16A,15A
270950055,16A,15A
270950060,16A,15A
270950065,16A,15A
270950070,16A,15A
270950075,16A,15A
270950080,16A,15A
270950085,16A,15A
270950090,16A,15A
270950095,16A,15A
270950100,16A,15A
270950105,16A,15A
270950110,16A,15A
270950115,16A,15A
270950120,16A,15A
270950125,16A,15A
270970080,16A,09B
270970095,16A,09B
270970100,16A,09B
270970105,16A,15B
270970110,16A,09B
270970115,16A,09B
270970140,16A,15B
270970155,16A,09B
270970200,16A,09B
271410005,16A,15A
271410085,16A,15A
271410125,16A,15A
271410010,16B,15B
271410015,16B,15B
271410020,16B,30A
271410022,16B,30A
271410025,16B,30A
271410030,16B,15A
271410035,16B,15B
271410040,16B,15B
271410050,16B,30A
271410070,16B,31A
271410075,16B,15B
271410080,16B,15B
271410105,16B,15B
271410110,16B,31A
271410111,16B,31A
271410121,16B,30A
271410150,16B,31A
271410120,16B,30A
271410024,16B,30A
270037010,17A,31A
270037020,17A,31A
270250060,17A,32A
270250035,17A,32A
270250045,17A,32A
270590010,17A,31A
270590020,17A,32A
270590022,17A,32A
270590025,17A,32A
270590035,17A,32A
270590040,17A,32A
270590050,17A,32A
270590055,17A,32A
270590060,17A,31A
270590065,17A,32A
270590075,17A,31A
270590080,17A,32A
270590005,17A,31A
270590057,17A,31A
270250095,17B,32B
270250065,17B,32B
270250066,17B,32B
270250070,17B,32A
270250075,17B,32A
270250080,17B,39A
270250085,17B,32B
270250090,17B,32B
270250100,17B,32B
270250105,17B,32B
270250106,17B,32B
270250005,17B,32B
270250015,17B,32B
270250020,17B,32B
270250021,17B,32B
270250040,17B,39A
270250047,17B,32A
270250050,17B,32B
270250030,17B,32B
270250055,17B,32B
270250025,17B,32B
270850005,18A,18A
270850010,18A,18B
270850015,18A,18B
270850020,18A,18B
270850025,18A,18B
270850030,18A,18B
270850035,18A,18B
270850040,18A,18B
270850045,18A,18B
270850050,18A,18B
270850055,18A,18B
270850060,18A,18B
270850065,18A,18B
270850070,18A,18B
270850075,18A,18A
270850080,18A,18A
270850095,18A,18A
270850100,18A,18B
270850105,18A,18A
270850110,18A,18B
270850115,18A,18B
270850120,18A,18B
270850125,18A,18B
270850130,18A,18B
270850135,18A,18B
270850140,18A,18B
270850145,18A,18B
270850150,18A,18B
270930010,18A,18A
270930015,18A,18A
270930020,18A,18A
270930005,18B,18A
270930025,18B,18A
270930030,18B,18A
270930035,18B,18A
270930040,18B,18A
270930045,18B,18A
270930050,18B,18A
270930055,18B,18A
270930060,18B,18A
270930065,18B,18A
270930070,18B,18A
270930075,18B,18A
270930080,18B,18A
270930085,18B,18A
270930090,18B,18A
270930095,18B,18A
270930100,18B,18A
270930105,18B,18A
270930110,18B,18A
270930115,18B,18A
270930120,18B,18A
270930125,18B,18A
270930130,18B,18A
270930135,18B,18A
270930140,18B,18A
270930145,18B,18A
270930150,18B,18A
271710015,18B,29A
271710055,18B,18A
271710060,18B,18A
271710065,18B,29A
271710090,18B,29A
271710100,18B,29A
271710120,18B,29A
271710165,18B,29A
271710170,18B,29A
271710175,18B,29A
271710050,19A,15B
271710010,19A,29A
271710020,19A,29B
271710025,19A,29B
271710030,19A,29B
271710031,19A,29B
271710035,19A,29B
271710040,19A,29A
271710045,19A,15B
271710105,19A,29B
271710110,19A,29B
271710115,19A,29A
271710125,19A,29B
271710130,19A,29B
271710160,19A,29B
271710137,19B,29A
270532695,19B,29A
271710101,19B,29A
271710005,19B,30B
271710075,19B,29A
271710085,19B,29A
271710096,19B,29A
271710135,19B,29A
271710140,19B,30B
271710145,19B,29A
271710150,19B,29A
271710155,19B,30B
271710156,19B,30B
271710180,19B,29A
271710185,19B,29A
271710190,19B,29A
270110005,20A,12A
270110010,20A,12A
270110015,20A,12A
270110020,20A,12A
270110025,20A,12A
270110030,20A,12A
270110031,20A,12A
270110035,20A,12A
270110040,20A,12A
270110045,20A,12A
270110050,20A,12A
270110055,20A,12A
270110056,20A,12A
270110060,20A,12A
270110065,20A,12A
270110070,20A,12A
270110075,20A,12A
270110080,20A,12A
270110085,20A,12A
270110086,20A,12A
270110090,20A,12A
270110095,20A,12A
270110100,20A,12A
270730005,20A,16A
270730010,20A,16A
270730015,20A,16A
270730020,20A,16A
270730025,20A,16A
270730030,20A,16A
270730035,20A,16A
270730040,20A,16A
270730045,20A,16A
270730060,20A,16A
270730065,20A,16A
270730070,20A,16A
270730075,20A,16A
270730080,20A,16A
270730085,20A,16A
270730090,20A,16A
270730095,20A,16A
270730110,20A,16A
270730115,20A,16A
270730120,20A,16A
270730125,20A,16A
270730130,20A,16A
270730135,20A,16A
270730140,20A,16A
270730145,20A,16A
270730150,20A,16A
270730155,20A,16A
270730160,20A,16A
270730165,20A,16A
270810005,20A,22A
270810010,20A,22A
270810015,20A,22A
270810020,20A,22A
270810025,20A,22A
270810030,20A,22A
270810035,20A,22A
270810040,20A,22A
270810045,20A,22A
270810050,20A,22A
270810055,20A,22A
270810060,20A,22A
270810065,20A,22A
270810070,20A,22A
270810075,20A,22A
270810080,20A,22A
270810085,20A,22A
270810090,20A,22A
270810095,20A,22A
270810100,20A,22A
271730035,20A,16A
271730040,20A,16A
271730065,20A,16A
271730095,20A,16A
271730100,20A,16A
271730105,20A,16A
271730110,20A,16A
271730115,20A,16A
271730125,20A,16A
271510005,20A,17A
271510007,20A,17A
271510010,20A,17A
271510015,20A,17A
271510020,20A,17A
271510025,20A,17A
271510030,20A,17A
271510035,20A,17A
271510040,20A,17A
271510045,20A,17A
271510050,20A,17A
271510055,20A,17A
271510060,20A,17A
271510065,20A,17A
271510070,20A,17A
271510075,20A,17A
271510080,20A,17A
271510085,20A,17A
271510090,20A,17A
271510095,20A,17A
271510100,20A,17A
271510105,20A,17A
271510110,20A,17A
271510115,20A,17A
271510120,20A,17A
271510125,20A,17A
271510130,20A,17A
271510135,20A,17A
271510140,20A,17A
271510145,20A,17A
271510150,20A,17A
271730005,20A,16A
271730010,20A,16A
271730015,20A,16A
271730145,20A,16A
271730150,20A,16A
271730155,20A,16A
270230005,20B,17A
270230010,20B,17A
270230015,20B,17A
270230020,20B,17A
270230025,20B,17A
270230030,20B,17A
270230035,20B,17A
270230040,20B,17A
270230045,20B,17A
270230050,20B,17A
270230055,20B,17A
270230060,20B,17A
270230065,20B,17A
270230070,20B,17A
270230075,20B,17A
270230090,20B,17A
270230105,20B,17A
270230110,20B,17A
270230115,20B,17A
270230120,20B,17A
270230125,20B,17A
270230130,20B,17A
270230135,20B,17A
271730045,20B,16A
271730050,20B,16A
271730070,20B,16A
271730075,20B,16A
271730080,20B,16A
271730085,20B,16A
271730090,20B,16A
271730120,20B,16A
271730130,20B,16A
271730135,20B,16A
271730140,20B,16A
271290005,20B,17A
271290010,20B,16B
271290015,20B,16B
271290020,20B,17A
271290025,20B,17A
271290030,20B,17A
271290035,20B,17A
271290040,20B,17A
271290045,20B,17A
271290050,20B,17A
271290055,20B,17A
271290060,20B,17A
271290065,20B,17A
271290070,20B,17A
271290075,20B,17A
271290080,20B,17A
271290085,20B,16B
271290090,20B,17A
271290095,20B,17A
271290100,20B,17A
271290105,20B,17A
271290110,20B,17A
271290115,20B,17A
271290120,20B,17A
271290125,20B,16B
271290130,20B,17A
271290135,20B,17A
271290140,20B,17A
271290145,20B,17A
271290150,20B,17A
271290155,20B,17A
271290160,20B,17A
271290165,20B,17A
271290170,20B,17A
271290175,20B,17A
271290180,20B,17A
271290185,20B,17A
271730020,20B,16A
271730025,20B,16A
271730030,20B,16A
271730160,20B,16A
271730165,20B,16A
271290152,20B,16B
270830005,21A,22A
270830010,21A,22A
270830015,21A,16A
270830020,21A,22A
270830025,21A,16A
270830030,21A,22A
270830035,21A,16A
270830040,21A,16A
270830045,21A,22A
270830050,21A,22A
270830055,21A,16A
270830060,21A,16A
270830065,21A,16A
270830070,21A,16A
270830075,21A,16A
270830080,21A,16A
270830085,21A,16A
270830090,21A,22A
270830095,21A,16A
270830105,21A,16A
270830115,21A,16A
270830125,21A,16A
270830130,21A,22A
270830135,21A,16A
270830140,21A,22A
270830145,21A,22A
270830150,21A,22A
270830155,21A,22A
270830160,21A,16A
270830165,21A,16A
270830170,21A,22A
270830180,21A,16A
270830185,21A,16A
271270005,21A,16B
271270025,21A,16B
271270030,21A,16B
271270035,21A,16A
271270040,21A,16B
271270045,21A,16B
271270050,21A,16B
271270055,21A,16B
271270070,21A,16B
271270075,21A,16A
271270090,21A,16B
271270105,21A,16B
271270110,21A,16B
271270115,21A,16B
271270120,21A,16B
271270125,21A,16B
271270140,21A,16B
271270145,21A,16B
271270150,21A,16B
271270165,21A,16B
271270175,21A,16A
271270180,21A,16B
271270185,21A,16A
271270190,21A,16A
271270195,21A,16B
271270210,21A,16B
271270215,21A,16A
270150005,21B,16B
270150010,21B,16B
270150015,21B,16B
270150020,21B,16B
270150025,21B,16B
270150030,21B,16B
270150035,21B,16B
270150040,21B,16B
270150045,21B,16B
270150050,21B,16B
270150055,21B,16B
270150060,21B,16B
270150065,21B,16B
270150070,21B,16B
270150075,21B,16B
270150080,21B,16B
270150085,21B,16B
270150090,21B,16B
270150095,21B,16B
270150100,21B,16B
270150105,21B,16B
270150110,21B,16B
270150115,21B,16B
270150120,21B,16B
270150125,21B,16B
270150130,21B,16B
270150135,21B,16B
270150140,21B,16B
270150145,21B,16B
270150150,21B,16B
270150155,21B,16B
270150160,21B,16B
271270010,21B,16B
271270015,21B,16B
271270020,21B,16B
271270060,21B,22B
271270065,21B,22B
271270080,21B,16B
271270085,21B,16B
271270095,21B,22B
271270130,21B,22B
271270135,21B,16B
271270155,21B,22B
271270160,21B,16B
271270170,21B,16B
271270200,21B,22B
271270205,21B,16B
271270220,21B,16B
271650005,21B,23A
271650015,21B,23A
271650020,21B,23A
271650025,21B,23A
271650035,21B,23B
271650050,21B,23B
271650060,21B,23B
271650065,21B,23B
271650085,21B,23B
271050005,22A,22B
271050020,22A,22B
271050025,22A,22B
271050030,22A,22B
271050035,22A,22B
271050040,22A,22B
271050045,22A,22B
271050050,22A,22B
271050055,22A,22B
271050060,22A,22B
271050070,22A,22B
271050075,22A,22B
271330075,22A,22A
271330055,22A,22A
271010045,22A,22A
271010046,22A,22A
271010050,22A,22A
271010055,22A,22A
271010060,22A,22A
271010065,22A,22A
271010070,22A,22A
271010075,22A,22A
271010080,22A,22A
271010085,22A,22A
271010090,22A,22A
271010095,22A,22A
271010100,22A,22A
271010105,22A,22A
271010110,22A,22A
271010115,22A,22A
271010120,22A,22A
271010125,22A,22A
271010130,22A,22A
271010135,22A,22A
271010140,22A,22A
271050080,22A,22A
271050085,22A,22B
271050090,22A,22B
271050095,22A,22B
271050105,22A,22B
271050110,22A,22B
271050120,22A,22B
271050125,22A,22B
271050130,22A,22B
271050135,22A,22B
271050140,22A,22B
271050145,22A,22A
271010005,22A,22A
271010010,22A,22A
271010015,22A,22A
271010020,22A,22A
271010025,22A,22A
271010030,22A,22A
271010035,22A,22A
271010040,22A,22A
271330080,22A,22A
271330085,22A,22A
271330090,22A,22A
271330095,22A,22A
271330100,22A,22A
271330105,22A,22A
271330110,22A,22A
271330115,22A,22A
271170005,22A,22A
271170010,22A,22A
271170015,22A,22A
271170020,22A,22A
271170025,22A,22A
271170030,22A,22A
271170035,22A,22A
271170040,22A,22A
271170045,22A,22A
271170050,22A,22A
271170055,22A,22A
271170060,22A,22A
271170065,22A,22A
271170070,22A,22A
271170075,22A,22A
271170080,22A,22A
271170100,22A,22A
271170105,22A,22A
271170110,22A,22A
271170115,22A,22A
271170120,22A,22A
271170125,22A,22A
271330005,22A,22A
271330010,22A,22A
271330015,22A,22A
271330020,22A,22A
271330025,22A,22A
271330030,22A,22A
271330035,22A,22A
271330040,22A,22A
271330045,22A,22A
271330050,22A,22A
271330060,22A,22A
271330065,22A,22A
271330070,22A,22A
271330077,22A,22A
270630135,22B,22B
270630140,22B,22B
270630145,22B,22B
270630150,22B,23A
270330005,22B,22B
270330010,22B,22B
270330015,22B,22B
270330020,22B,22B
270330025,22B,22B
270330030,22B,22B
270330035,22B,22B
270330040,22B,22B
270330045,22B,22B
270330050,22B,22B
270330055,22B,22B
270330060,22B,22B
270330065,22B,22B
270330070,22B,22B
270330075,22B,22B
270330085,22B,22B
270330090,22B,22B
270330095,22B,22B
270330100,22B,22B
270330105,22B,22B
270330110,22B,22B
270330115,22B,22B
270330120,22B,22B
270330125,22B,22B
270330130,22B,22B
270330135,22B,22B
270330140,22B,22B
270330145,22B,22B
271050010,22B,22B
271050015,22B,22B
271050065,22B,22B
270630005,22B,22B
270630010,22B,23A
270630015,22B,23A
270630020,22B,23A
270630025,22B,22B
270630030,22B,23A
270630035,22B,23A
270630040,22B,22B
270630045,22B,22B
270630050,22B,22B
270630055,22B,23A
270630060,22B,23A
270630065,22B,23A
270630070,22B,23A
270630075,22B,23A
270630080,22B,23A
270630085,22B,22B
270630090,22B,22B
270630095,22B,22B
270630100,22B,23A
270630105,22B,23A
270630110,22B,22B
270630115,22B,23A
270630120,22B,22B
270630125,22B,22B
270630130,22B,22B
271050100,22B,22B
271050115,22B,22B
271050150,22B,22B
271050155,22B,22B
271050160,22B,22B
271050165,22B,22B
271050166,22B,22B
271050170,22B,22B
271050175,22B,22B
271050180,22B,22B
271050185,22B,22B
271050186,22B,22B
271050190,22B,22B
271030130,23A,19A
271030135,23A,19A
271030140,23A,19A
271030145,23A,19A
271030005,23A,19A
271030010,23A,19A
271030015,23A,19A
271030020,23A,19A
271030025,23A,19A
271030030,23A,19A
271030035,23A,19A
271030040,23A,19A
271030045,23A,19A
271030050,23A,19A
271030055,23A,19A
271030060,23A,19A
271030065,23A,19A
271030075,23A,19A
271030080,23A,19A
271030085,23A,19A
271030090,23A,19A
271030095,23A,19A
271030100,23A,19A
271030105,23A,19A
271030106,23A,19A
271030107,23A,19A
271030108,23A,19A
271030109,23A,19A
271030110,23A,19A
271030115,23A,19A
271030120,23A,19A
271030125,23A,19A
271430005,23A,18B
271430020,23A,18B
271430025,23A,18B
271430030,23A,18B
271430040,23A,18B
271430045,23A,18B
271430050,23A,18B
271430080,23A,18B
271430085,23A,18B
271430100,23A,18B
271430105,23A,18B
271430110,23A,18B
271430120,23A,18B
270130213,23B,19A
270130075,23B,19A
270130100,23B,19A
270130105,23B,19A
270130106,23B,19A
270130110,23B,19B
270130115,23B,19B
270130120,23B,19B
270130125,23B,19B
270130130,23B,19B
270130135,23B,19B
270130240,23B,19B
270130140,23B,19A
270130145,23B,19B
270130150,23B,19A
270130155,23B,19B
270130160,23B,19B
270130165,23B,19B
270130170,23B,19B
270130175,23B,19B
270130180,23B,19B
270130185,23B,19A
271030070,23B,19A
270130195,23B,19B
270430120,24A,23A
270430125,24A,23A
270430140,24A,23A
270430160,24A,23A
270430165,24A,23A
270430010,24A,23A
270430015,24A,23A
270430020,24A,23A
270430025,24A,23A
270430065,24A,23A
270430070,24A,23A
270430090,24A,23A
270910005,24A,23A
270910010,24A,23A
270910015,24A,23A
270910020,24A,23A
270910025,24A,23A
270910030,24A,23A
270910035,24A,23A
270910040,24A,23A
270910050,24A,23A
270910055,24A,23A
270910065,24A,23A
270910070,24A,23A
270910080,24A,23A
270910085,24A,23A
270910095,24A,23A
270910100,24A,23A
270910105,24A,23A
270910110,24A,23A
270910115,24A,23A
270910120,24A,23A
270910125,24A,23A
270910130,24A,23A
270910135,24A,23A
270910140,24A,23A
270910145,24A,23A
270910150,24A,23A
270910155,24A,23A
270910160,24A,23A
270910165,24A,23A
270910170,24A,23A
270910175,24A,23A
270910180,24A,23A
270910185,24A,23A
270910195,24A,23A
270910200,24A,23A
270910205,24A,23A
270910210,24A,23A
271650010,24A,23A
271650030,24A,23B
271650040,24A,23A
271650045,24A,23A
271650070,24A,23A
271650075,24A,23A
271650080,24A,23A
271650090,24A,23B
271650095,24A,23B
271650110,24A,23B
271650125,24A,23B
271650135,24A,23A
270130030,24B,23B
270430130,24B,23A
270430135,24B,23A
270430145,24B,23A
270430150,24B,27A
270430155,24B,27A
270130005,24B,23B
270130010,24B,23B
270130015,24B,23B
270130020,24B,23B
270130025,24B,23B
270130035,24B,23B
270130040,24B,19B
270130045,24B,23B
270130050,24B,23B
270130055,24B,23B
270130060,24B,23B
270130065,24B,23B
270130070,24B,23B
270130080,24B,23B
270130085,24B,23B
270130090,24B,23B
270130095,24B,23B
270130230,24B,23B
270130235,24B,23B
270130245,24B,23B
270130250,24B,23B
270130255,24B,23B
270130260,24B,23B
270130200,24B,23B
270130205,24B,23B
270130210,24B,23B
270130212,24B,23B
270130215,24B,23B
270130220,24B,23B
270130225,24B,23B
270430005,24B,23A
270430030,24B,23A
270430035,24B,23A
270430040,24B,27A
270430045,24B,23A
270430050,24B,23A
270430055,24B,27A
270430060,24B,23A
270430075,24B,23A
270430080,24B,27A
270430085,24B,23A
270430095,24B,27A
270430100,24B,27A
270430105,24B,23A
270430110,24B,23A
270430115,24B,23A
271610005,24B,23B
271610015,24B,23B
271610020,24B,23B
271610025,24B,23B
271610030,24B,23B
271610035,24B,23B
271610045,24B,23B
271610050,24B,23B
271610055,24B,23B
271610060,24B,23B
271610065,24B,23B
271610070,24B,23B
271610075,24B,23B
271610110,24B,23B
270790087,25A,19A
270790005,25A,20A
270790010,25A,20A
270790015,25A,20B
270790020,25A,20A
270790025,25A,23B
270790030,25A,23B
270790032,25A,23B
270790035,25A,20B
270790040,25A,19A
270790045,25A,20A
270790050,25A,20B
270790055,25A,20B
270790062,25A,20B
270790065,25A,20A
270790075,25A,20A
270790080,25A,20A
270790085,25A,20A
270790090,25A,20B
270790100,25A,20B
270790105,25A,20A
270790110,25A,20A
270790115,25A,20A
270790120,25A,20A
270790125,25A,20A
270790130,25A,23B
270790140,25A,23B
271390015,25A,20A
271390075,25A,20A
271430082,25A,18B
271430010,25A,18B
271430015,25A,18B
271430035,25A,18B
271430055,25A,18B
271430060,25A,18B
271430065,25A,18B
271430070,25A,18B
271430075,25A,18B
271430090,25A,18B
271430095,25A,18B
271430115,25A,18B
271310005,25B,20B
271310012,25B,20B
271310015,25B,20B
271310020,25B,20B
271310055,25B,20B
271310060,25B,20B
271310075,25B,24B
271310080,25B,20B
271310085,25B,20B
271310090,25B,20B
271310095,25B,20B
271310105,25B,20B
271310110,25B,20B
271310113,25B,20B
271310114,25B,20B
271310115,25B,20B
271310125,25B,20B
271310140,25B,20B
271310150,25B,20B
271310155,25B,24B
271390005,25B,20A
271390010,25B,20A
271390020,25B,20A
271390040,25B,20A
271470025,26A,24A
271470030,26A,24A
271470045,26A,24A
271470060,26A,24A
271470070,26A,24A
271470075,26A,24A
271470085,26A,24A
271470090,26A,24A
271470100,26A,24A
271470105,26A,24A
271470115,26A,24A
271470120,26A,24A
271470130,26A,24A
271470135,26A,24A
271470145,26A,24A
271610010,26A,24A
271610080,26A,24A
271610085,26A,24A
271610090,26A,24A
271610095,26A,24A
271610100,26A,24A
271610105,26A,24A
271610115,26A,24A
271310130,26B,24B
271310010,26B,24B
271310025,26B,24B
271310030,26B,24B
271310035,26B,24B
271310040,26B,24B
271310045,26B,24B
271310050,26B,24B
271310065,26B,24B
271310070,26B,24B
271310120,26B,24B
271310135,26B,24B
271310145,26B,24B
271470005,26B,24B
271470010,26B,24B
271470015,26B,27A
271470020,26B,24B
271470035,26B,24B
271470040,26B,24B
271470050,26B,24B
271470055,26B,24B
271470065,26B,24B
271470150,26B,24B
271470155,26B,24B
270470135,27A,27A
270470140,27A,27A
270470145,27A,27A
270470150,27A,27A
270470155,27A,27A
270470160,27A,27B
270470165,27A,27A
270470170,27A,27A
270470175,27A,27A
270470180,27A,27A
270470185,27A,27B
270470190,27A,27A
270470195,27A,27A
270470200,27A,27A
270470205,27A,27A
270470210,27A,27A
270470215,27A,27A
270470220,27A,27A
270470005,27A,27A
270470015,27A,27A
270470025,27A,27A
270470035,27A,27A
270470045,27A,27A
270470050,27A,27A
270470060,27A,27A
270470061,27A,27A
270470065,27A,27A
270470070,27A,27A
270470075,27A,27A
270470080,27A,27A
270470085,27A,27A
270470090,27A,27A
270470095,27A,27A
270470100,27A,27A
270470105,27A,27A
270470110,27A,27A
270470115,27A,27A
270470120,27A,27A
270470125,27A,27A
270470130,27A,27A
270990005,27A,27B
270990010,27A,27B
270990100,27A,27B
270990140,27A,27B
270990145,27A,27B
270990155,27A,27B
270990160,27A,27B
270990185,27A,27B
270990220,27A,27B
270450060,27B,28B
270450095,27B,28B
270450175,27B,28B
270450180,27B,28B
270450190,27B,28B
