precinct,dist10,dist12
270990015,27B,27B
270990020,27B,27B
270990030,27B,27B
270990035,27B,27B
270990050,27B,27B
270990055,27B,27B
270990070,27B,27B
270990075,27B,27B
270990080,27B,27B
270990085,27B,27B
270990090,27B,27B
270990095,27B,27B
270990105,27B,27B
270990110,27B,27B
270990115,27B,27B
270990120,27B,27B
270990125,27B,27B
270990130,27B,27B
270990135,27B,27B
270990150,27B,27B
270990165,27B,27B
270990170,27B,27B
270990175,27B,27B
270990180,27B,27B
270990190,27B,27B
270990195,27B,27B
270990200,27B,27B
270990205,27B,27A
270990210,27B,27B
270990215,27B,27B
271570060,28A,21A
271570065,28A,21A
271570070,28A,21A
271570075,28A,21A
271570105,28A,21A
271570115,28A,21A
270490010,28A,21A
270490015,28A,21A
270490020,28A,21A
270490025,28A,21A
270490030,28A,21A
270490045,28A,21A
270490050,28A,21A
270490055,28A,21A
270490060,28A,21A
270490065,28A,21A
270490085,28A,21A
270490110,28A,21A
270490115,28A,21A
270490120,28A,21A
270490125,28A,21A
270490130,28A,21A
270490135,28A,21A
270490140,28A,21A
270490145,28A,21A
270490150,28A,21A
270490155,28A,21A
270490160,28A,21A
270490165,28A,21A
270490180,28A,21A
271570140,28A,21A
271570145,28A,21A
271570150,28A,21A
270490185,28A,21A
271690042,28B,21B
271570025,28B,21B
271570030,28B,21B
271570035,28B,21B
271570040,28B,21B
271570045,28B,21B
271570050,28B,21B
271570055,28B,21B
271570080,28B,21B
271570085,28B,21B
271570090,28B,21B
271570095,28B,21B
271570100,28B,21B
271570110,28B,21B
270490005,28B,21A
270490035,28B,21B
270490070,28B,21B
270490075,28B,21B
270490080,28B,21B
270490090,28B,21A
270490095,28B,21B
270490100,28B,21B
270490105,28B,21B
270490170,28B,21B
270490190,28B,21B
270490195,28B,21B
270490210,28B,21B
270490215,28B,21B
270490220,28B,21B
271570005,28B,21A
271570010,28B,21B
271570155,28B,21B
271570160,28B,21B
271570165,28B,21B
271570170,28B,21B
271690005,28B,21B
271690020,28B,21B
271690025,28B,21B
271690035,28B,21B
271690040,28B,21B
271690050,28B,28A
271690060,28B,28A
271690065,28B,21B
271690070,28B,21B
271690075,28B,21B
271690085,28B,21B
271690100,28B,21B
271690105,28B,21B
271690110,28B,21B
271690115,28B,21B
271690125,28B,28A
271690130,28B,28A
271690135,28B,28A
271690145,28B,21B
270390007,29A,27A
270390005,29A,24B
270390010,29A,25A
270390015,29A,24B
270390020,29A,24B
270390025,29A,21B
270390030,29A,25A
270390035,29A,24B
270390040,29A,27A
270390045,29A,27A
270390050,29A,25A
270390051,29A,25A
270390055,29A,25A
270390060,29A,25A
270390065,29A,25A
270390070,29A,24B
270390075,29A,27B
270390080,29A,25A
270390085,29A,21B
270390090,29A,27A
271090005,29A,25A
271090010,29A,25B
271090045,29A,26B
271090060,29A,25A
271090070,29A,25A
271090080,29A,25A
271090085,29A,25A
271090088,29A,25A
271090187,29A,25B
271090117,29A,25B
271090119,29A,25A
271090209,29A,25B
271090220,29A,26B
271090118,29A,25A
271090234,29A,25A
271090115,29B,25B
271090175,29B,25B
271090190,29B,25B
271090192,29B,25B
271090193,29B,25B
271090195,29B,25B
271090200,29B,25B
271090205,29B,25B
271090145,29B,25B
271090150,29B,25B
271090156,29B,25A
271090157,29B,25A
271090206,29B,25B
271090207,29B,25B
271090208,29B,25B
271090235,29B,25A
271090236,29B,25B
271090066,30A,26A
271090100,30A,26A
271090105,30A,26A
271090160,30A,26A
271090165,30A,26A
271090170,30A,26A
271090171,30A,26A
271090172,30A,26A
271090173,30A,26A
271090185,30A,26A
271090191,30A,26A
271090120,30A,26A
271090125,30A,26A
271090130,30A,26A
271090135,30A,26A
271090140,30A,26A
271090155,30A,26A
271090015,30B,26B
271090020,30B,26B
271090025,30B,26B
271090030,30B,26B
271090035,30B,26B
271090040,30B,26B
271090050,30B,26B
271090055,30B,26B
271090075,30B,26B
271090090,30B,26B
271090095,30B,26B
271090110,30B,26B
271090174,30B,26A
271090186,30B,26B
271090116,30B,26B
271090136,30B,26B
271090137,30B,26B
271090139,30B,26B
271090158,30B,26B
271090215,30B,26B
271090225,30B,26B
271090230,30B,26B
271090138,30B,26B
271570015,30B,21B
271570020,30B,21B
271570120,30B,21B
271570125,30B,21B
271570130,30B,21B
271090065,30B,26B
271090210,30B,26B
270550055,31A,28B
270550060,31A,28B
270550090,31A,28B
271690175,31A,28A
271690180,31A,28A
271690185,31A,28A
271690190,31A,28A
271690195,31A,28A
271690200,31A,28A
271690205,31A,28A
271690210,31A,28A
271690215,31A,28A
271690220,31A,28A
271690225,31A,28A
271690230,31A,28A
271690240,31A,28A
271690010,31A,28A
271690015,31A,28A
271690030,31A,28A
271690045,31A,28A
271690055,31A,28A
271690058,31A,28A
271690080,31A,28A
271690090,31A,28A
271690095,31A,28A
271690120,31A,28A
271690140,31A,28A
271690150,31A,28A
271690155,31A,28A
271690160,31A,28A
271690165,31A,28A
271690170,31A,28A
270450005,31B,28B
270450010,31B,28B
270450015,31B,28B
270450020,31B,28B
270450025,31B,28B
270450030,31B,28B
270450035,31B,28B
270450040,31B,28B
270450045,31B,28B
270450050,31B,28B
270450055,31B,28B
270450065,31B,28B
270450070,31B,28B
270450075,31B,28B
270450080,31B,28B
270450085,31B,28B
270450090,31B,28B
270450100,31B,28B
270450105,31B,28B
270450110,31B,28B
270450115,31B,28B
270450120,31B,28B
270450125,31B,28B
270450130,31B,28B
270450135,31B,28B
270450140,31B,28B
270450150,31B,28B
270450155,31B,28B
270450160,31B,28B
270450165,31B,28B
270450185,31B,28B
270450195,31B,28B
270550005,31B,28B
270550010,31B,28B
270550015,31B,28B
270550020,31B,28B
270550025,31B,28B
270550030,31B,28B
270550035,31B,28B
270550040,31B,28B
270550045,31B,28B
270550050,31B,28B
270550065,31B,28B
270550070,31B,28B
270550075,31B,28B
270550076,31B,28B
270550080,31B,28B
270550085,31B,28B
270550095,31B,28B
270550100,31B,28B
270550105,31B,28B
270550110,31B,28B
270550115,31B,28B
270550120,31B,28B
270550125,31B,28B
270550130,31B,28B
270530500,32A,33A
270530505,32A,33A
270530640,32A,34A
270530645,32A,34A
270530650,32A,34A
270531050,32A,33A
270531080,32A,30B
270531100,32A,34A
270531215,32A,34A
270531220,32A,34A
270531270,32A,34B
270531280,32A,34A
270531285,32A,34A
270531295,32A,34B
270532710,32A,34A
270532715,32A,34A
270531275,32A,34A
270531290,32A,34B
271710070,32A,30B
271710095,32A,30B
270531190,32B,34B
270531195,32B,34A
270531200,32B,34A
270531205,32B,34A
270531210,32B,34A
270531225,32B,34B
270531230,32B,34B
270531235,32B,34B
270531240,32B,34B
270531245,32B,34B
270531250,32B,34B
270531255,32B,34B
270531260,32B,34B
270531265,32B,34B
270531300,32B,34B
270532385,32B,34B
270531355,33A,33A
270531150,33A,33A
270531170,33A,33A
270531335,33A,33A
270531350,33A,33A
270532240,33A,33A
270532245,33A,33A
270532250,33A,33B
270532255,33A,33B
270532260,33A,33B
270532270,33A,33B
270532275,33A,33B
270532420,33A,44A
270532430,33A,44A
270532440,33A,44B
270532445,33A,44A
270532755,33A,33B
270532780,33A,33A
270530675,33B,33B
270530680,33B,33B
270530965,33B,33B
270531065,33B,33B
270531160,33B,33A
270532160,33B,44B
270532180,33B,48A
270532190,33B,48A
270532195,33B,48A
270532230,33B,33B
270532355,33B,33A
270532360,33B,33B
270532365,33B,33A
270532370,33B,33A
270532720,33B,33B
270532725,33B,33B
270532730,33B,33B
270532735,33B,33B
270532740,33B,33B
270532900,33B,33B
270532910,33B,33A
270532925,33B,44B
270190005,34A,47A
270190010,34A,47A
270190015,34A,47A
270190047,34A,47B
270190065,34A,47A
270190070,34A,47A
270190075,34A,47A
270190080,34A,47A
270190085,34A,47A
270190090,34A,47A
270190095,34A,47A
270190100,34A,47A
270190105,34A,47A
270190110,34A,47A
270190115,34A,47B
270190117,34A,47B
270190120,34A,47A
270190125,34A,47A
270190130,34A,47A
270190135,34A,47A
270190140,34A,47A
270190150,34A,47A
271390045,34A,55A
271390060,34A,55A
271390099,34A,55B
270190020,34B,33B
270190025,34B,33B
270190030,34B,47B
270190035,34B,47B
270190036,34B,33B
270190037,34B,47B
270190038,34B,47B
270190040,34B,47B
270190043,34B,47B
270190045,34B,47B
270190050,34B,47B
270190055,34B,47B
270530485,34B,48A
270530490,34B,33B
271390080,35A,55B
271390084,35A,55B
271390090,35A,55B
271390091,35A,55B
271390092,35A,55B
271390093,35A,55B
271390094,35A,55B
271390097,35A,55B
271390119,35A,55A
271390120,35A,55A
271390125,35A,55A
271390130,35A,55A
271390135,35A,55A
271390136,35A,55A
271390137,35A,55A
271390138,35A,55A
271390145,35A,55A
271390150,35A,55A
271390153,35A,55A
271390156,35A,55A
271390025,35B,55B
271390037,35B,20A
271390050,35B,55B
271390055,35B,55B
271390070,35B,20A
271390100,35B,55B
271390110,35B,56A
271390111,35B,56A
271390112,35B,56A
271390113,35B,56A
271390114,35B,56A
271390116,35B,56A
271390117,35B,56A
271390160,35B,55B
270373000,36A,58A
270373010,36A,58A
270373030,36A,58A
270373040,36A,58A
270372920,36A,58A
270372930,36A,56B
270372940,36A,58A
270372950,36A,58A
270372960,36A,58A
270372970,36A,57A
270372980,36A,57A
270372990,36A,58A
270372220,36B,58B
270371410,36B,58B
270372010,36B,58B
270372910,36B,58A
270373020,36B,58A
270373210,36B,58B
270373510,36B,58B
270373610,36B,58B
270373810,36B,58B
270373910,36B,58B
270374010,36B,58B
270374110,36B,58B
270371510,36B,57B
270371610,36B,58B
270372110,36B,58B
270372210,36B,58B
270372230,36B,58B
270372240,36B,58B
270372250,36B,58B
270372260,36B,58B
270372310,36B,58B
270372410,36B,58B
270372510,36B,58B
270374310,36B,58B
270374610,36B,58B
270374710,36B,58B
270374810,36B,58B
270490040,36B,58B
270490175,36B,58B
270490200,36B,58B
270490205,36B,21A
270371010,37A,57A
270371020,37A,57A
270371030,37A,57A
270371040,37A,57A
270371050,37A,57B
270371060,37A,57A
270371140,37A,57A
270371150,37A,57B
270371160,37A,57A
270371330,37A,56B
270371340,37A,56B
270371350,37A,56B
270371360,37A,56B
270371070,37B,57B
270371080,37B,57B
270371090,37B,57B
270371100,37B,57B
270371110,37B,57A
270371120,37B,57A
270371130,37B,57A
270374210,37B,57B
270374220,37B,57B
270374230,37B,57B
270374240,37B,57B
270374250,37B,57B
270374255,37B,57B
270374260,37B,57B
270371260,38A,51A
270371290,38A,51A
270371300,38A,51A
270371720,38A,51A
270371740,38A,51A
270371750,38A,51A
270371760,38A,51A
270371770,38A,51A
270371820,38A,51B
270371830,38A,51A
270371840,38A,51A
270371730,38B,51B
270371780,38B,51B
270371790,38B,51B
270371800,38B,51B
270371810,38B,51B
270371850,38B,51B
270371860,38B,51B
270371870,38B,51B
270371880,38B,51B
270371890,38B,51B
270371900,38B,51B
270371910,38B,51B
270373110,39A,52A
270373310,39A,52A
270373410,39A,52A
270373420,39A,52A
270373430,39A,52B
270373440,39A,52B
270373450,39A,52B
270371710,39A,52B
270374410,39A,52A
270374910,39A,52A
270374920,39A,52A
270374930,39A,52A
270374940,39A,52A
270374950,39A,52A
270374960,39A,52A
270374970,39A,52A
270374980,39A,52A
270374990,39A,52A
270372710,39B,52B
270372720,39B,52B
270372730,39B,52B
270372740,39B,52B
270372750,39B,52B
270372760,39B,52B
270372770,39B,52B
270372780,39B,52B
270372790,39B,52B
270372800,39B,52B
270374420,39B,52A
270374430,39B,52A
270374510,39B,52B
270371210,40A,51A
270371220,40A,51A
270371230,40A,56A
270371240,40A,56B
270371250,40A,51A
270371270,40A,56A
270371280,40A,56B
270371310,40A,56B
270371320,40A,56B
270371370,40A,56A
271390105,40A,56A
270530005,40B,50B
270530010,40B,50B
270530015,40B,50B
270530020,40B,50B
270530025,40B,50B
270530030,40B,50B
270530035,40B,50B
270530036,40B,50B
270530040,40B,50B
270530065,40B,49B
270530070,40B,50B
270530080,40B,50B
270530130,40B,50B
270530132,40B,50B
270530850,41A,49A
270530855,41A,49A
270530860,41A,49A
270530865,41A,49A
270530870,41A,49A
270530875,41A,49A
270530880,41A,49A
270530885,41A,49A
270530890,41A,49A
270530895,41A,49A
270530900,41A,49A
270530905,41A,49A
270530920,41A,49A
270530930,41A,49A
270530935,41A,49A
270530045,41B,49B
270530050,41B,49B
270530055,41B,49B
270530060,41B,49B
270530071,41B,49B
270530085,41B,49B
270530090,41B,49B
270530095,41B,49B
270530105,41B,49B
270530106,41B,49B
270530910,41B,49B
270530915,41B,49B
270530925,41B,49B
270530940,41B,49B
270530945,41B,49B
270530690,42A,48A
270530695,42A,48A
270530700,42A,48A
270530705,42A,48A
270530710,42A,48A
270530720,42A,48A
270530725,42A,49B
270532090,42A,48A
270532095,42A,48A
270532100,42A,49B
270532105,42A,48A
270532175,42A,48A
270532200,42A,48A
270532205,42A,48A
270532210,42A,48A
270532215,42A,48A
270532220,42A,48A
270530715,42B,48A
270530730,42B,48B
270530735,42B,48B
270530740,42B,48B
270530745,42B,48B
270530750,42B,48B
270530755,42B,48B
270530760,42B,48B
270530765,42B,48B
270530770,42B,48B
270530775,42B,48B
270530780,42B,48B
270531345,43A,46A
270532400,43A,44A
270532405,43A,44A
270532410,43A,44A
270532415,43A,44A
270532425,43A,44A
270532435,43A,44A
270532450,43A,44B
270532470,43A,44A
270532475,43A,46A
270532480,43A,46A
270532490,43A,46A
270532495,43A,44A
270532505,43A,44A
270532510,43A,44A
270532110,43B,44B
270532115,43B,44B
270532120,43B,44B
270532125,43B,44B
270532130,43B,44B
270532135,43B,46B
270532140,43B,44B
270532145,43B,44B
270532150,43B,44B
270532155,43B,44B
270532165,43B,44B
270532170,43B,44B
270532185,43B,44B
270532455,43B,44B
270532460,43B,44B
270532465,43B,44B
270532485,43B,46A
270531110,44A,46B
270531115,44A,46B
270531120,44A,46B
270531125,44A,46B
270531130,44A,46B
270531135,44A,46B
270532805,44A,46B
270532815,44A,46B
270532820,44A,46B
270532825,44A,46B
270532830,44A,46B
270532835,44A,46B
270532840,44A,46B
270532845,44A,46B
270531000,44B,46A
270531010,44B,46A
270531015,44B,45B
270531020,44B,45B
270531025,44B,46A
270532790,44B,46A
270532795,44B,46A
270532800,44B,46A
270532810,44B,46A
270532850,44B,46A
270532855,44B,46A
270532860,44B,46A
270532865,44B,46A
270532870,44B,46A
270530555,45A,45A
270530575,45A,45A
270530590,45A,45A
270532290,45A,45A
270532295,45A,45B
270532300,45A,45A
270532305,45A,45A
270532310,45A,45A
270532315,45A,45A
270532320,45A,45A
270532325,45A,45A
270532330,45A,45A
270532335,45A,45A
270532500,45A,45A
270532515,45A,45A
270532520,45A,45A
270530550,45B,45B
270530560,45B,45B
270530565,45B,45B
270530570,45B,45A
270530585,45B,45A
270530985,45B,45B
270530990,45B,45B
270531005,45B,45B
270532336,45B,45A
270532645,45B,45B
270532655,45B,45B
270532665,45B,45B
270532675,45B,45B
270530300,46A,40A
270530305,46A,40A
270530310,46A,40A
270530315,46A,40A
270530320,46A,40A
270530325,46A,40A
270530330,46A,40A
270530395,46A,40A
270530400,46A,40A
270530405,46A,40A
270530415,46A,40A
270530420,46A,40A
270530200,46B,40B
270530205,46B,40B
270530210,46B,40B
270530215,46B,40B
270530220,46B,40B
270530225,46B,40B
270530230,46B,40B
270530345,46B,40B
270530350,46B,40B
270530355,46B,40B
270033210,47A,36A
270033220,47A,36A
270033820,47A,36A
270033830,47A,36A
270033850,47A,36A
270530450,47A,36A
270530455,47A,36A
270530460,47A,36A
270530465,47A,36A
270033610,47B,36B
270033620,47B,36B
270033640,47B,37A
270033810,47B,36B
270033840,47B,36B
270530335,47B,36B
270530340,47B,36B
270530360,47B,40A
270530365,47B,36B
270530370,47B,36B
270530375,47B,36B
270530380,47B,36B
270530390,47B,36B
270530425,47B,36B
270031410,48A,31A
270035910,48A,31A
270034210,48A,31B
270034220,48A,31B
270034230,48A,31B
270036030,48A,31A
270036020,48A,31A
271410045,48A,30A
271410055,48A,30A
271410060,48A,30A
271410130,48A,30A
271410135,48A,30A
271410140,48A,30A
271410145,48A,30A
270036010,48A,31A
270031210,48B,35A
270031220,48B,35A
270031230,48B,35A
270031240,48B,35A
270031250,48B,35A
270031260,48B,35A
270031270,48B,35A
270031280,48B,35A
270036210,48B,35A
270036220,48B,35B
270036410,48B,35A
270036420,48B,35A
270036610,48B,35A
270036620,48B,35A
270036810,48B,35A
270036820,48B,35A
270031010,49A,35B
270031020,49A,35B
270031040,49A,35B
270031050,49A,35B
270031060,49A,35B
270031070,49A,35B
270031080,49A,35B
270031090,49A,31B
270031100,49A,35B
270035010,49A,31B
270035020,49A,31B
270035030,49A,31B
270035040,49A,31B
270035050,49A,31B
270035060,49A,31B
270031030,49B,35B
270033230,49B,35B
270033240,49B,35B
270033410,49B,35B
270033420,49B,37A
270033430,49B,37A
270033440,49B,37A
270033630,49B,37A
270034010,49B,36B
270034020,49B,37A
270034030,49B,37A
270034040,49B,37A
270034050,49B,36B
270032810,50A,41B
270032820,50A,41B
270032830,50A,41B
270032840,50A,41B
270032850,50A,41B
270032860,50A,41B
270032870,50A,41B
270032880,50A,41B
270034430,50A,41A
270034440,50A,41A
270034640,50A,41A
270034810,50A,41A
270034820,50A,41A
270034830,50A,41A
270034840,50A,41A
270035210,50A,41B
271230530,50A,41B
270034650,50B,41A
271230010,50B,42A
271230020,50B,42A
271230030,50B,42A
271230040,50B,42A
271230330,50B,41B
271230340,50B,41B
271230350,50B,41A
271230360,50B,41A
271231640,50B,42A
270031630,51A,37B
270031670,51A,37A
270031680,51A,37B
270031810,51A,37B
270031820,51A,37B
270031840,51A,37B
270031850,51A,37A
270031860,51A,37A
270031870,51A,37B
270031872,51A,37B
270031875,51A,37B
270031880,51A,37B
270032010,51A,37B
270032020,51A,37B
270032040,51A,37B
270032050,51A,37B
270032060,51A,37B
270032070,51A,37B
270031640,51B,37A
270031650,51B,37A
270031660,51B,37A
270034410,51B,41A
270034420,51B,41A
270034610,51B,41A
270034620,51B,41A
270034630,51B,41A
270037210,51B,37A
270037220,51B,37A
270037230,51B,37A
271230050,51B,42A
271230290,51B,42A
271230300,51B,42A
271230310,51B,42A
271230320,51B,42A
271231650,51B,42A
270032410,52A,38A
270033010,52A,31B
270035610,52A,38A
270035620,52A,38A
270035810,52A,31B
271630125,52A,39A
271630130,52A,39A
271630135,52A,39A
271630137,52A,39A
271630138,52A,39A
271630165,52A,38A
271630293,52A,39A
271630050,52B,43A
271630115,52B,38B
271630140,52B,39B
271630160,52B,38B
271630167,52B,38A
271630170,52B,38B
271630205,52B,43A
271630206,52B,43A
271630210,52B,39A
271630215,52B,39A
271630270,52B,39B
271630298,52B,39B
271630306,52B,39B
271630310,52B,39B
271630316,52B,39A
271630318,52B,39A
271630326,52B,39B
271630328,52B,39A
271630340,52B,39A
271630355,52B,43A
271630360,52B,43A
270031610,53A,38A
270032610,53A,38A
270032620,53A,38A
270035410,53A,38A
270035630,53A,38A
270035640,53A,38A
270035650,53A,38A
270035660,53A,38A
270035670,53A,38A
271230370,53A,38B
271231610,53A,42A
271231620,53A,42A
271231630,53A,42A
271230380,53B,38B
271231700,53B,38B
271231710,53B,38B
271231720,53B,38B
271231730,53B,38B
271231740,53B,38B
271231750,53B,38B
271231760,53B,38B
271231770,53B,43A
271231780,53B,43A
270532765,54A,41B
270532770,54A,41B
271230090,54A,66A
271230430,54A,66A
271230440,54A,42B
271230470,54A,66A
271230480,54A,66A
271230490,54A,66A
271230500,54A,66A
271230510,54A,66A
271230520,54A,66A
271230080,54B,42B
271230100,54B,42B
271230110,54B,42B
271230120,54B,42B
271230450,54B,42B
271230460,54B,42B
271231580,54B,42B
271231590,54B,42B
271231600,54B,42B
271231660,54B,42B
271231670,54B,42B
271231680,54B,42B
271231690,54B,42B
271230160,55A,43A
271230230,55A,43B
271230130,55A,43A
271230170,55A,43A
271230180,55A,43A
271230190,55A,43A
271230200,55A,43A
271230210,55A,43A
271230220,55A,43B
271230150,55A,43A
271230390,55A,43B
271230400,55A,43B
271230410,55A,43B
271230420,55A,43B
271230140,55A,43A
271230240,55B,53A
271230250,55B,53A
271230260,55B,53A
271230270,55B,53A
271230280,55B,53A
271630235,55B,53A
271630240,55B,43B
271630245,55B,43B
271630250,55B,43B
271630255,55B,43B
271630260,55B,43B
271630262,55B,43B
271630263,55B,53A
271630035,56A,39B
271630045,56A,39B
271630175,56A,39B
271630180,56A,39B
271630185,56A,39B
271630190,56A,39B
271630195,56A,39B
271630265,56A,39B
271630266,56A,39B
271630296,56A,39B
271630308,56A,39B
271630350,56A,39B
271630375,56A,53B
271630380,56A,53B
271630385,56A,53B
271630430,56B,53B
271630420,56B,53B
271630200,56B,53A
271630365,56B,53A
271630370,56B,53A
271630390,56B,53A
271630395,56B,53A
271630400,56B,53A
271630405,56B,53B
271630410,56B,53B
271630415,56B,53B
271630435,56B,53B
271630425,56B,53B
271630291,57A,54A
270374440,57A,54A
270374450,57A,54A
271630060,57A,54A
271630065,57A,54A
271630070,57A,54A
271630075,57A,54A
271630080,57A,54A
271630085,57A,54A
271630090,57A,54A
271630150,57A,54A
271630220,57A,54A
271630225,57A,54A
271630280,57A,54A
271630285,57A,54A
271630290,57A,54A
270372620,57B,54B
270372630,57B,54B
270372635,57B,54B
270372640,57B,54B
270372645,57B,54B
270372650,57B,54B
270372660,57B,54B
270373710,57B,54B
270372610,57B,54B
271630006,57B,54B
271630011,57B,54B
271630016,57B,54B
271630021,57B,54B
271630055,57B,54B
271630095,57B,54A
271630100,57B,54B
271630105,57B,54B
271630110,57B,54B
271630120,57B,54B
271630155,57B,54B
271630275,57B,39B
270531490,58A,59A
270531505,58A,59A
270531510,58A,59A
270531515,58A,59A
270531520,58A,59A
270531525,58A,59A
270531530,58A,59A
270531535,58A,59A
270531540,58A,59A
270531545,58A,59A
270531550,58A,59A
270531560,58A,59A
270531495,58B,59A
270531500,58B,59A
270531555,58B,59B
270531565,58B,59B
270531570,58B,59B
270531575,58B,59B
270531580,58B,59B
270531585,58B,59B
270531590,58B,59B
270531595,58B,59B
270531600,58B,59A
270531670,58B,59B
270531675,58B,59B
270531695,58B,59B
270531360,59A,60A
270531365,59A,60A
270531370,59A,60A
270531375,59A,60A
270531380,59A,60A
270531385,59A,60A
270531395,59A,60A
270531400,59A,60A
270531405,59A,60A
270531475,59A,60A
270531480,59A,60A
270531485,59A,60A
270531390,59B,60A
270531420,59B,60B
270531425,59B,60B
270531430,59B,60B
270531435,59B,60B
270531440,59B,60B
270531445,59B,60B
270531450,59B,60B
270531455,59B,60B
270531456,59B,60B
270531460,59B,60B
270531465,59B,60B
270531470,59B,60B
270531855,60A,61A
270531645,60A,59B
270531650,60A,61A
270531655,60A,61A
270531660,60A,61A
270531665,60A,61A
270531680,60A,61A
270531685,60A,59B
270531690,60A,59B
270531805,60A,61A
270531810,60A,61A
270531820,60A,61B
270531850,60A,61A
270531860,60B,62B
270531865,60B,61B
270531730,60B,62B
270531815,60B,61A
270531830,60B,61B
270531835,60B,61B
270531840,60B,61B
270531960,60B,61A
270531965,60B,61A
270531970,60B,61A
270531975,60B,61A
270531980,60B,61B
270531990,60B,61B
270531610,61A,62A
270531615,61A,62A
270531620,61A,62A
270531625,61A,62A
270531630,61A,62A
270531635,61A,62A
270531640,61A,62A
270531760,61A,62A
270531765,61A,62A
270531795,61A,62A
270531800,61A,62A
270531605,61B,62A
270531700,61B,62B
270531705,61B,62B
270531710,61B,62B
270531715,61B,62B
270531720,61B,62B
270531725,61B,62B
270531745,61B,62B
270531770,61B,62B
270531780,61B,62B
270531825,61B,62B
270531845,61B,62B
270531905,62A,63A
270531910,62A,63A
270531915,62A,63A
270531920,62A,63A
270531935,62A,63A
270531410,62A,63A
270531415,62A,63A
270531750,62A,63A
270531755,62A,63A
270531775,62A,63A
270531785,62A,63A
270531790,62A,63A
270531940,62A,63A
270531870,62B,61B
270531880,62B,61B
270531885,62B,61B
270531890,62B,63B
270531895,62B,63B
270531900,62B,63B
270531925,62B,63B
270531930,62B,63B
270531735,62B,63A
270531740,62B,63A
270531945,62B,63B
270531950,62B,63B
270531955,62B,63B
270531875,63A,61B
270531985,63A,61B
270531995,63A,61B
270532000,63A,61B
270532005,63A,61B
270532575,63A,50A
270532580,63A,50A
270532585,63A,50A
270532590,63A,63B
270532595,63A,50A
270530075,63B,50A
270530100,63B,50A
270530107,63B,50A
270530110,63B,50B
270530115,63B,50A
270530120,63B,50B
270530125,63B,50A
270530131,63B,50A
270530975,63B,63B
270532600,63B,63B
270532605,63B,63B
270532610,63B,50A
270532615,63B,50A
271230900,64A,64A
271230960,64A,64A
271230970,64A,64B
271230540,64A,65A
271230550,64A,65A
271230600,64A,64A
271230660,64A,64A
271230680,64A,64A
271230690,64A,64A
271230710,64A,64A
271231030,64A,64A
271231040,64A,64A
271231050,64A,64A
271231080,64A,64A
271231090,64A,64A
271230840,64B,64B
271230850,64B,64B
271230860,64B,64B
271230870,64B,64B
271230880,64B,64B
271230890,64B,64B
271230910,64B,64B
271230920,64B,64B
271230930,64B,64B
271230940,64B,64B
271230950,64B,64B
271230980,64B,64B
271230990,64B,64B
271231060,64B,64B
271230560,65A,65A
271230570,65A,65A
271230580,65A,65A
271230590,65A,65A
271230610,65A,65A
271230620,65A,65A
271230630,65A,65A
271230670,65A,65B
271231210,65A,65A
271231220,65A,65A
271231250,65A,65B
271230830,65B,65B
271230640,65B,65A
271230650,65B,65A
271230700,65B,65B
271230720,65B,65B
271230730,65B,65B
271230740,65B,65B
271230750,65B,65B
271230760,65B,65B
271230780,65B,65B
271230790,65B,65B
271230800,65B,65B
271230810,65B,65B
271230820,65B,65B
271230770,66A,67B
271231170,66A,66B
271231190,66A,66B
271231200,66A,66B
271231230,66A,66B
271231240,66A,66B
271231260,66A,66B
271231270,66A,66B
271231280,66A,66B
271231290,66A,66B
271231300,66A,67A
271231310,66A,67A
271231000,66B,64A
271230060,66B,66A
271230070,66B,66A
271231010,66B,66A
271231020,66B,64A
271231070,66B,64A
271231100,66B,66B
271231110,66B,66A
271231120,66B,66B
271231130,66B,66B
271231140,66B,65A
271231150,66B,65A
271231160,66B,66B
271231180,66B,66B
271231380,67A,67A
271231390,67A,67A
271231400,67A,67A
271231410,67A,67A
271231420,67A,67A
271231480,67A,67A
271231510,67A,67B
271231320,67A,67A
271231330,67A,67A
271231340,67A,67A
271231350,67A,67A
271231360,67A,67A
271231370,67A,67A
271231430,67B,67B
271231440,67B,67B
271231450,67B,67B
271231460,67B,67B
271231470,67B,67B
271231490,67B,67B
271231500,67B,67B
271231520,67B,67B
271231530,67B,67B
271231540,67B,67B
271231550,67B,67B
271231560,67B,67B
271231570,67B,67B
